oid,custid,ordertime
5609,679,2018-10-07 04:41:35.600608+00
5610,307,2018-10-07 04:41:44.265324+00
5611,689,2018-10-07 04:41:58.497549+00
5612,853,2018-10-07 04:42:44.281833+00
5613,789,2018-10-07 04:42:57.069532+00
5614,379,2018-10-07 04:42:59.435498+00
5615,454,2018-10-07 04:43:00.889782+00
5616,59,2018-10-07 04:43:10.489743+00
5617,97,2018-10-07 04:43:46.847947+00
5618,288,2018-10-07 04:43:56.405842+00
5619,856,2018-10-07 04:44:44.859138+00
5620,996,2018-10-07 04:45:02.955626+00
5621,320,2018-10-07 04:45:19.006466+00
5622,368,2018-10-07 04:45:26.803044+00
5623,930,2018-10-07 04:45:34.076074+00
5624,710,2018-10-07 04:45:49.183481+00
5625,699,2018-10-07 04:46:24.251217+00
5626,451,2018-10-07 04:46:33.758694+00
5627,799,2018-10-07 04:47:00.99756+00
5628,145,2018-10-07 04:47:02.00968+00
5629,475,2018-10-07 04:47:22.556202+00
5630,324,2018-10-07 04:47:35.59624+00
5631,453,2018-10-07 04:48:01.64786+00
5632,851,2018-10-07 04:48:13.360599+00
5633,907,2018-10-07 04:48:14.494221+00
5634,943,2018-10-07 04:48:37.904757+00
5635,522,2018-10-07 04:48:45.526255+00
5636,697,2018-10-07 04:49:08.903744+00
5637,844,2018-10-07 04:49:12.764019+00
5638,287,2018-10-07 04:49:30.70433+00
5639,7,2018-10-07 04:49:30.91548+00
5640,509,2018-10-07 04:49:33.83233+00
5641,117,2018-10-07 04:50:42.33874+00
5642,821,2018-10-07 04:51:00.958235+00
5643,670,2018-10-07 04:51:41.545447+00
5644,791,2018-10-07 04:51:51.01247+00
5645,42,2018-10-07 04:52:14.621835+00
5646,258,2018-10-07 04:52:24.559288+00
5647,303,2018-10-07 04:52:26.094679+00
5648,699,2018-10-07 04:52:55.048025+00
5649,566,2018-10-07 04:53:07.987534+00
5650,578,2018-10-07 04:53:11.936024+00
5651,688,2018-10-07 04:53:27.724727+00
5652,61,2018-10-07 04:54:12.564332+00
5653,826,2018-10-07 04:54:19.153475+00
5654,990,2018-10-07 04:54:22.787761+00
5655,605,2018-10-07 04:55:46.283619+00
5656,107,2018-10-07 04:55:53.304832+00
5657,428,2018-10-07 04:55:53.501959+00
5658,170,2018-10-07 04:56:39.786116+00
5659,71,2018-10-07 04:56:41.765056+00
5660,262,2018-10-07 04:56:47.002301+00
5661,302,2018-10-07 04:56:48.262599+00
5662,293,2018-10-07 04:56:53.292741+00
5663,158,2018-10-07 04:57:42.052919+00
5664,161,2018-10-07 04:57:46.702917+00
5665,492,2018-10-07 04:58:01.819904+00
5666,612,2018-10-07 04:58:13.368832+00
5667,328,2018-10-07 04:58:50.590153+00
5668,975,2018-10-07 04:59:30.716583+00
5669,944,2018-10-07 04:59:36.203374+00
5670,846,2018-10-07 04:59:42.60291+00
5671,506,2018-10-07 05:00:00.713435+00
5672,4,2018-10-07 05:00:31.015037+00
5673,82,2018-10-07 05:01:09.59749+00
5674,922,2018-10-07 05:01:16.826377+00
5675,360,2018-10-07 05:01:30.093347+00
5676,526,2018-10-07 05:01:30.92563+00
5677,686,2018-10-07 05:01:39.534693+00
5678,925,2018-10-07 05:02:04.900254+00
5679,97,2018-10-07 05:02:12.498866+00
5680,630,2018-10-07 05:02:28.287375+00
5681,251,2018-10-07 05:02:55.761616+00
5682,867,2018-10-07 05:03:17.726814+00
5683,908,2018-10-07 05:03:18.16649+00
5684,306,2018-10-07 05:03:20.223098+00
5685,924,2018-10-07 05:03:26.771598+00
5686,324,2018-10-07 05:04:33.742501+00
5687,290,2018-10-07 05:04:38.926114+00
5688,540,2018-10-07 05:04:50.61765+00
5689,156,2018-10-07 05:04:58.893641+00
5690,250,2018-10-07 05:05:06.949945+00
5691,795,2018-10-07 05:05:41.468731+00
5692,80,2018-10-07 05:05:46.123806+00
5693,985,2018-10-07 05:06:14.846606+00
5694,400,2018-10-07 05:06:23.603611+00
5695,997,2018-10-07 05:06:34.198373+00
5696,56,2018-10-07 05:07:49.209976+00
5697,284,2018-10-07 05:08:01.842201+00
5698,506,2018-10-07 05:08:14.251449+00
5699,364,2018-10-07 05:08:29.58474+00
5700,597,2018-10-07 05:08:36.412835+00
5701,444,2018-10-07 05:08:40.893475+00
5702,654,2018-10-07 05:09:18.466804+00
5703,106,2018-10-07 05:09:53.429797+00
5704,371,2018-10-07 05:09:56.088524+00
5705,275,2018-10-07 05:10:01.659551+00
5706,888,2018-10-07 05:10:02.296533+00
5707,921,2018-10-07 05:10:35.567049+00
5708,561,2018-10-07 05:10:41.555345+00
5709,998,2018-10-07 05:10:55.686826+00
5710,249,2018-10-07 05:11:04.612532+00
5711,746,2018-10-07 05:11:19.614375+00
5712,7,2018-10-07 05:11:21.920666+00
5713,664,2018-10-07 05:11:44.296984+00
5714,600,2018-10-07 05:12:04.553385+00
5715,608,2018-10-07 05:12:07.975616+00
5716,290,2018-10-07 05:12:25.666617+00
5717,959,2018-10-07 05:12:59.608617+00
5718,77,2018-10-07 05:13:21.843023+00
5719,912,2018-10-07 05:13:39.687327+00
5720,44,2018-10-07 05:13:51.391524+00
5721,48,2018-10-07 05:14:01.668788+00
5722,318,2018-10-07 05:14:04.128615+00
5723,34,2018-10-07 05:14:23.004705+00
5724,922,2018-10-07 05:14:42.673718+00
5725,365,2018-10-07 05:15:01.294351+00
5726,435,2018-10-07 05:15:08.796592+00
5727,948,2018-10-07 05:15:12.068583+00
5728,570,2018-10-07 05:15:16.90702+00
5729,579,2018-10-07 05:15:33.419425+00
5730,768,2018-10-07 05:15:44.912415+00
5731,233,2018-10-07 05:15:54.969274+00
5732,809,2018-10-07 05:16:29.98119+00
5733,287,2018-10-07 05:16:39.161056+00
5734,952,2018-10-07 05:16:45.808333+00
5735,908,2018-10-07 05:17:08.281756+00
5736,272,2018-10-07 05:17:27.271389+00
5737,712,2018-10-07 05:17:30.438442+00
5738,528,2018-10-07 05:17:42.41711+00
5739,885,2018-10-07 05:18:21.749306+00
5740,436,2018-10-07 05:18:23.198797+00
5741,703,2018-10-07 05:18:36.737026+00
5742,868,2018-10-07 05:19:01.502501+00
5743,893,2018-10-07 05:19:36.1761+00
5744,150,2018-10-07 05:19:42.102197+00
5745,82,2018-10-07 05:20:06.635994+00
5746,128,2018-10-07 05:20:14.301247+00
5747,229,2018-10-07 05:20:32.587439+00
5748,787,2018-10-07 05:20:34.574009+00
5749,871,2018-10-07 05:20:41.562631+00
5750,987,2018-10-07 05:20:44.560405+00
5751,738,2018-10-07 05:20:51.259128+00
5752,158,2018-10-07 05:20:51.603482+00
5753,551,2018-10-07 05:21:24.852506+00
5754,619,2018-10-07 05:21:37.82859+00
5755,127,2018-10-07 05:21:40.818973+00
5756,447,2018-10-07 05:22:01.474941+00
5757,662,2018-10-07 05:22:19.498593+00
5758,739,2018-10-07 05:22:40.571569+00
5759,477,2018-10-07 05:23:13.753961+00
5760,893,2018-10-07 05:23:42.34734+00
5761,967,2018-10-07 05:23:50.046637+00
5762,770,2018-10-07 05:24:11.645468+00
5763,774,2018-10-07 05:25:13.065601+00
5764,460,2018-10-07 05:25:18.798315+00
5765,212,2018-10-07 05:25:21.84777+00
5766,656,2018-10-07 05:25:43.079599+00
5767,300,2018-10-07 05:26:16.30786+00
5768,346,2018-10-07 05:26:42.651412+00
5769,347,2018-10-07 05:27:02.12189+00
5770,909,2018-10-07 05:27:18.668596+00
5771,465,2018-10-07 05:27:25.929415+00
5772,772,2018-10-07 05:27:31.278141+00
5773,318,2018-10-07 05:27:44.99803+00
5774,700,2018-10-07 05:27:58.144232+00
5775,14,2018-10-07 05:27:59.588514+00
5776,369,2018-10-07 05:28:14.701072+00
5777,200,2018-10-07 05:28:49.93646+00
5778,90,2018-10-07 05:28:53.253381+00
5779,433,2018-10-07 05:29:03.946587+00
5780,952,2018-10-07 05:29:05.073056+00
5781,16,2018-10-07 05:29:36.31605+00
5782,786,2018-10-07 05:29:36.358047+00
5783,772,2018-10-07 05:29:48.331895+00
5784,473,2018-10-07 05:30:04.768837+00
5785,416,2018-10-07 05:30:05.52297+00
5786,550,2018-10-07 05:31:06.57495+00
5787,360,2018-10-07 05:31:22.455779+00
5788,944,2018-10-07 05:31:30.376005+00
5789,380,2018-10-07 05:31:52.369239+00
5790,735,2018-10-07 05:32:52.78562+00
5791,521,2018-10-07 05:33:02.552287+00
5792,801,2018-10-07 05:33:30.045039+00
5793,211,2018-10-07 05:33:34.012463+00
5794,951,2018-10-07 05:33:36.583656+00
5795,805,2018-10-07 05:34:03.210731+00
5796,877,2018-10-07 05:34:17.469649+00
5797,522,2018-10-07 05:34:22.8515+00
5798,779,2018-10-07 05:34:57.031815+00
5799,946,2018-10-07 05:35:03.751798+00
5800,900,2018-10-07 05:35:46.828428+00
5801,586,2018-10-07 05:35:56.303041+00
5802,421,2018-10-07 05:35:56.523277+00
5803,289,2018-10-07 05:36:21.417046+00
5804,838,2018-10-07 05:37:33.680865+00
5805,929,2018-10-07 05:37:36.099495+00
5806,313,2018-10-07 05:38:33.378309+00
5807,833,2018-10-07 05:38:45.392196+00
5808,393,2018-10-07 05:38:59.092513+00
5809,200,2018-10-07 05:39:27.240641+00
5810,327,2018-10-07 05:39:27.681146+00
5811,153,2018-10-07 05:39:54.33041+00
5812,190,2018-10-07 05:40:03.106956+00
5813,292,2018-10-07 05:40:15.377793+00
5814,476,2018-10-07 05:40:26.703747+00
5815,669,2018-10-07 05:40:38.766558+00
5816,81,2018-10-07 05:40:45.356527+00
5817,633,2018-10-07 05:41:05.173825+00
5818,21,2018-10-07 05:41:09.751481+00
5819,142,2018-10-07 05:41:26.50531+00
5820,814,2018-10-07 05:41:36.73825+00
5821,647,2018-10-07 05:42:17.571189+00
5822,41,2018-10-07 05:42:19.570546+00
5823,633,2018-10-07 05:42:24.669072+00
5824,599,2018-10-07 05:43:06.510065+00
5825,881,2018-10-07 05:43:10.821327+00
5826,254,2018-10-07 05:43:12.761239+00
5827,870,2018-10-07 05:43:32.576591+00
5828,9,2018-10-07 05:43:56.554236+00
5829,95,2018-10-07 05:44:00.205674+00
5830,581,2018-10-07 05:44:05.705854+00
5831,409,2018-10-07 05:45:26.516558+00
5832,106,2018-10-07 05:45:50.945554+00
5833,324,2018-10-07 05:46:06.173927+00
5834,682,2018-10-07 05:46:30.93541+00
5835,432,2018-10-07 05:46:46.157379+00
5836,373,2018-10-07 05:47:23.026656+00
5837,822,2018-10-07 05:47:34.115214+00
5838,97,2018-10-07 05:48:28.587478+00
5839,937,2018-10-07 05:49:25.23676+00
5840,482,2018-10-07 05:49:55.51138+00
5841,96,2018-10-07 05:49:59.057654+00
5842,683,2018-10-07 05:50:02.592546+00
5843,303,2018-10-07 05:50:04.754196+00
5844,48,2018-10-07 05:50:49.884764+00
5845,637,2018-10-07 05:50:54.834194+00
5846,919,2018-10-07 05:51:09.762969+00
5847,426,2018-10-07 05:51:24.975347+00
5848,100,2018-10-07 05:52:01.460547+00
5849,573,2018-10-07 05:52:15.312204+00
5850,190,2018-10-07 05:52:38.762881+00
5851,718,2018-10-07 05:52:53.343702+00
5852,343,2018-10-07 05:52:53.987996+00
5853,419,2018-10-07 05:53:02.249754+00
5854,459,2018-10-07 05:53:31.880694+00
5855,933,2018-10-07 05:54:09.208358+00
5856,31,2018-10-07 05:54:11.766321+00
5857,493,2018-10-07 05:54:13.962114+00
5858,335,2018-10-07 05:54:55.317064+00
5859,646,2018-10-07 05:55:40.774668+00
5860,239,2018-10-07 05:56:18.362732+00
5861,74,2018-10-07 05:56:35.948921+00
5862,955,2018-10-07 05:56:37.771294+00
5863,911,2018-10-07 05:56:55.627483+00
5864,787,2018-10-07 05:57:07.047027+00
5865,530,2018-10-07 05:57:07.40697+00
5866,744,2018-10-07 05:57:39.190971+00
5867,732,2018-10-07 05:57:51.634477+00
5868,801,2018-10-07 05:58:11.933272+00
5869,355,2018-10-07 05:59:02.654912+00
5870,848,2018-10-07 05:59:03.696556+00
5871,547,2018-10-07 05:59:38.950361+00
5872,989,2018-10-07 05:59:44.090906+00
5873,652,2018-10-07 05:59:50.738473+00
5874,246,2018-10-07 06:00:15.595405+00
5875,472,2018-10-07 06:00:33.638453+00
5876,841,2018-10-07 06:00:53.429746+00
5877,300,2018-10-07 06:01:15.773327+00
5878,207,2018-10-07 06:01:21.751705+00
5879,243,2018-10-07 06:01:46.025606+00
5880,590,2018-10-07 06:01:52.153574+00
5881,824,2018-10-07 06:01:59.037212+00
5882,261,2018-10-07 06:02:00.588302+00
5883,185,2018-10-07 06:02:07.789702+00
5884,595,2018-10-07 06:03:04.096288+00
5885,72,2018-10-07 06:03:05.147291+00
5886,605,2018-10-07 06:03:41.079206+00
5887,547,2018-10-07 06:03:48.909979+00
5888,337,2018-10-07 06:04:12.844705+00
5889,633,2018-10-07 06:04:14.811458+00
5890,886,2018-10-07 06:05:19.723919+00
5891,574,2018-10-07 06:05:29.052004+00
5892,985,2018-10-07 06:05:29.24966+00
5893,996,2018-10-07 06:05:40.862807+00
5894,810,2018-10-07 06:05:47.304636+00
5895,512,2018-10-07 06:05:51.576867+00
5896,764,2018-10-07 06:06:05.16454+00
5897,833,2018-10-07 06:06:27.9551+00
5898,112,2018-10-07 06:06:39.319644+00
5899,172,2018-10-07 06:07:10.33087+00
5900,49,2018-10-07 06:07:33.997961+00
5901,2,2018-10-07 06:07:42.648686+00
5902,410,2018-10-07 06:08:02.96111+00
5903,97,2018-10-07 06:08:29.64531+00
5904,614,2018-10-07 06:08:40.478613+00
5905,259,2018-10-07 06:08:59.113776+00
5906,806,2018-10-07 06:09:10.313897+00
5907,220,2018-10-07 06:09:12.926683+00
5908,811,2018-10-07 06:09:29.299982+00
5909,518,2018-10-07 06:09:35.14565+00
5910,491,2018-10-07 06:09:36.629071+00
5911,384,2018-10-07 06:10:21.652198+00
5912,279,2018-10-07 06:10:30.095886+00
5913,243,2018-10-07 06:11:02.374934+00
5914,222,2018-10-07 06:11:19.503264+00
5915,605,2018-10-07 06:11:25.54577+00
5916,639,2018-10-07 06:11:42.026729+00
5917,926,2018-10-07 06:11:44.440468+00
5918,562,2018-10-07 06:11:53.692776+00
5919,628,2018-10-07 06:11:57.325128+00
5920,765,2018-10-07 06:12:23.693663+00
5921,629,2018-10-07 06:12:24.505374+00
5922,205,2018-10-07 06:12:50.038234+00
5923,290,2018-10-07 06:12:51.949895+00
5924,917,2018-10-07 06:13:09.905193+00
5925,827,2018-10-07 06:13:20.762787+00
5926,838,2018-10-07 06:13:29.721773+00
5927,251,2018-10-07 06:13:34.971548+00
5928,438,2018-10-07 06:13:46.140381+00
5929,607,2018-10-07 06:14:28.775595+00
5930,898,2018-10-07 06:14:47.342039+00
5931,444,2018-10-07 06:14:50.779682+00
5932,61,2018-10-07 06:15:17.242754+00
5933,187,2018-10-07 06:15:39.340999+00
5934,808,2018-10-07 06:15:44.792349+00
5935,927,2018-10-07 06:15:53.687547+00
5936,564,2018-10-07 06:16:27.053419+00
5937,705,2018-10-07 06:17:10.198405+00
5938,294,2018-10-07 06:17:12.672022+00
5939,62,2018-10-07 06:17:31.997654+00
5940,560,2018-10-07 06:17:32.671852+00
5941,287,2018-10-07 06:18:39.965654+00
5942,601,2018-10-07 06:19:06.15113+00
5943,61,2018-10-07 06:19:15.176198+00
5944,175,2018-10-07 06:19:28.05968+00
5945,189,2018-10-07 06:20:52.799056+00
5946,933,2018-10-07 06:20:58.012604+00
5947,172,2018-10-07 06:21:11.932598+00
5948,698,2018-10-07 06:21:13.524236+00
5949,782,2018-10-07 06:21:23.528738+00
5950,448,2018-10-07 06:21:26.425864+00
5951,601,2018-10-07 06:22:14.102353+00
5952,455,2018-10-07 06:22:30.156467+00
5953,763,2018-10-07 06:22:33.166443+00
5954,689,2018-10-07 06:23:02.007426+00
5955,691,2018-10-07 06:23:36.92321+00
5956,231,2018-10-07 06:23:52.738411+00
5957,898,2018-10-07 06:23:57.412015+00
5958,592,2018-10-07 06:24:34.079372+00
5959,324,2018-10-07 06:24:42.713138+00
5960,725,2018-10-07 06:24:43.343196+00
5961,121,2018-10-07 06:24:51.05143+00
5962,27,2018-10-07 06:25:06.10528+00
5963,204,2018-10-07 06:25:12.127212+00
5964,783,2018-10-07 06:25:44.966396+00
5965,928,2018-10-07 06:25:49.8966+00
5966,668,2018-10-07 06:25:56.051671+00
5967,37,2018-10-07 06:26:33.219909+00
5968,626,2018-10-07 06:26:37.88312+00
5969,975,2018-10-07 06:27:03.620113+00
5970,903,2018-10-07 06:27:20.033201+00
5971,363,2018-10-07 06:27:32.745426+00
5972,598,2018-10-07 06:27:51.446467+00
5973,85,2018-10-07 06:28:15.688002+00
5974,97,2018-10-07 06:28:33.175096+00
5975,390,2018-10-07 06:29:00.247779+00
5976,420,2018-10-07 06:29:23.551867+00
5977,427,2018-10-07 06:30:05.023096+00
5978,833,2018-10-07 06:30:09.849554+00
5979,812,2018-10-07 06:30:22.266914+00
5980,862,2018-10-07 06:30:49.253349+00
5981,215,2018-10-07 06:31:21.725873+00
5982,913,2018-10-07 06:31:25.586488+00
5983,154,2018-10-07 06:31:28.229256+00
5984,678,2018-10-07 06:31:37.665483+00
5985,70,2018-10-07 06:31:50.372451+00
5986,223,2018-10-07 06:32:28.835712+00
5987,977,2018-10-07 06:32:49.190357+00
5988,415,2018-10-07 06:33:00.04784+00
5989,992,2018-10-07 06:33:21.506782+00
5990,985,2018-10-07 06:33:27.713236+00
5991,428,2018-10-07 06:34:01.154505+00
5992,758,2018-10-07 06:34:13.895154+00
5993,718,2018-10-07 06:35:11.46625+00
5994,703,2018-10-07 06:35:20.497399+00
5995,110,2018-10-07 06:35:54.998834+00
5996,612,2018-10-07 06:36:12.796899+00
5997,428,2018-10-07 06:36:29.70552+00
5998,837,2018-10-07 06:37:01.191352+00
5999,140,2018-10-07 06:37:47.450467+00
6000,717,2018-10-07 06:38:16.890447+00
6001,145,2018-10-07 06:38:41.214952+00
6002,520,2018-10-07 06:38:44.149809+00
6003,648,2018-10-07 06:38:46.347502+00
6004,402,2018-10-07 06:39:27.289314+00
6005,478,2018-10-07 06:39:35.397127+00
6006,672,2018-10-07 06:40:03.991402+00
6007,771,2018-10-07 06:40:09.89314+00
6008,85,2018-10-07 06:40:13.820972+00
6009,864,2018-10-07 06:40:23.700904+00
6010,789,2018-10-07 06:40:24.576247+00
6011,566,2018-10-07 06:40:36.141097+00
6012,714,2018-10-07 06:42:00.473504+00
6013,902,2018-10-07 06:42:29.655383+00
6014,844,2018-10-07 06:42:55.433712+00
6015,664,2018-10-07 06:43:12.053651+00
6016,429,2018-10-07 06:43:33.00164+00
6017,892,2018-10-07 06:43:38.995375+00
6018,37,2018-10-07 06:44:36.357608+00
6019,970,2018-10-07 06:45:02.813591+00
6020,130,2018-10-07 06:45:31.122327+00
6021,921,2018-10-07 06:45:50.267228+00
6022,699,2018-10-07 06:45:50.865078+00
6023,787,2018-10-07 06:45:52.298911+00
6024,567,2018-10-07 06:46:07.893992+00
6025,958,2018-10-07 06:46:20.219935+00
6026,544,2018-10-07 06:46:20.575172+00
6027,734,2018-10-07 06:46:30.917298+00
6028,998,2018-10-07 06:46:36.554667+00
6029,453,2018-10-07 06:47:20.615473+00
6030,834,2018-10-07 06:47:33.396735+00
6031,228,2018-10-07 06:47:58.42531+00
6032,63,2018-10-07 06:48:18.665922+00
6033,51,2018-10-07 06:48:34.99404+00
6034,957,2018-10-07 06:48:37.90835+00
6035,937,2018-10-07 06:49:08.314633+00
6036,749,2018-10-07 06:49:19.126642+00
6037,368,2018-10-07 06:49:28.187486+00
6038,386,2018-10-07 06:50:09.052077+00
6039,953,2018-10-07 06:50:11.64135+00
6040,753,2018-10-07 06:50:40.066063+00
6041,968,2018-10-07 06:50:44.773036+00
6042,14,2018-10-07 06:51:08.509742+00
6043,143,2018-10-07 06:51:10.024049+00
6044,808,2018-10-07 06:51:30.619721+00
6045,260,2018-10-07 06:51:51.635026+00
6046,563,2018-10-07 06:52:29.973349+00
6047,762,2018-10-07 06:52:39.318053+00
6048,730,2018-10-07 06:53:14.755667+00
6049,942,2018-10-07 06:53:36.495501+00
6050,853,2018-10-07 06:53:49.923414+00
6051,326,2018-10-07 06:54:01.446036+00
6052,426,2018-10-07 06:54:24.032062+00
6053,875,2018-10-07 06:54:32.209081+00
6054,46,2018-10-07 06:54:39.956841+00
6055,316,2018-10-07 06:55:33.892263+00
6056,504,2018-10-07 06:55:41.144358+00
6057,715,2018-10-07 06:55:43.384528+00
6058,879,2018-10-07 06:56:03.368671+00
6059,106,2018-10-07 06:56:07.642183+00
6060,554,2018-10-07 06:56:16.919838+00
6061,657,2018-10-07 06:56:36.071406+00
6062,322,2018-10-07 06:56:49.666982+00
6063,714,2018-10-07 06:57:17.953829+00
6064,270,2018-10-07 06:57:19.252059+00
6065,508,2018-10-07 06:57:23.653834+00
6066,850,2018-10-07 06:57:55.653896+00
6067,392,2018-10-07 06:58:04.166632+00
6068,145,2018-10-07 06:58:18.746676+00
6069,83,2018-10-07 06:58:48.06249+00
6070,129,2018-10-07 06:58:55.205805+00
6071,456,2018-10-07 06:59:08.141281+00
6072,355,2018-10-07 07:00:07.131074+00
6073,96,2018-10-07 07:00:54.39377+00
6074,804,2018-10-07 07:00:58.160099+00
6075,493,2018-10-07 07:01:04.754664+00
6076,276,2018-10-07 07:01:20.42141+00
6077,165,2018-10-07 07:01:59.833597+00
6078,494,2018-10-07 07:03:13.862935+00
6079,445,2018-10-07 07:03:53.400416+00
6080,825,2018-10-07 07:03:54.107999+00
6081,112,2018-10-07 07:04:20.450208+00
6082,192,2018-10-07 07:04:38.087238+00
6083,868,2018-10-07 07:04:56.751441+00
6084,675,2018-10-07 07:05:04.930276+00
6085,341,2018-10-07 07:05:15.015764+00
6086,999,2018-10-07 07:05:21.771721+00
6087,93,2018-10-07 07:05:38.232927+00
6088,320,2018-10-07 07:06:19.523712+00
6089,195,2018-10-07 07:06:23.503592+00
6090,42,2018-10-07 07:07:20.809846+00
6091,518,2018-10-07 07:08:12.193132+00
6092,563,2018-10-07 07:08:17.038416+00
6093,18,2018-10-07 07:08:38.212805+00
6094,532,2018-10-07 07:08:42.012867+00
6095,81,2018-10-07 07:09:04.57065+00
6096,282,2018-10-07 07:09:21.992894+00
6097,991,2018-10-07 07:09:23.487895+00
6098,179,2018-10-07 07:10:35.183767+00
6099,651,2018-10-07 07:10:35.681451+00
6100,178,2018-10-07 07:11:03.287746+00
6101,242,2018-10-07 07:11:34.127519+00
6102,451,2018-10-07 07:11:39.851004+00
6103,829,2018-10-07 07:12:33.707976+00
6104,638,2018-10-07 07:12:44.308223+00
6105,183,2018-10-07 07:12:55.194964+00
6106,877,2018-10-07 07:13:10.319014+00
6107,774,2018-10-07 07:13:13.268748+00
6108,509,2018-10-07 07:13:51.132791+00
6109,282,2018-10-07 07:14:03.888929+00
6110,259,2018-10-07 07:14:32.35495+00
6111,829,2018-10-07 07:15:34.786503+00
6112,764,2018-10-07 07:15:52.141639+00
6113,322,2018-10-07 07:16:18.262687+00
6114,157,2018-10-07 07:16:26.252153+00
6115,226,2018-10-07 07:16:35.719801+00
6116,903,2018-10-07 07:16:52.451835+00
6117,442,2018-10-07 07:16:55.134313+00
6118,637,2018-10-07 07:17:09.065514+00
6119,253,2018-10-07 07:17:40.08343+00
6120,448,2018-10-07 07:17:43.099244+00
6121,862,2018-10-07 07:18:10.565803+00
6122,874,2018-10-07 07:18:46.559636+00
6123,461,2018-10-07 07:18:56.958316+00
6124,98,2018-10-07 07:19:01.650201+00
6125,625,2018-10-07 07:19:18.705284+00
6126,814,2018-10-07 07:19:20.158451+00
6127,341,2018-10-07 07:19:33.996397+00
6128,59,2018-10-07 07:19:49.758733+00
6129,406,2018-10-07 07:20:18.696763+00
6130,112,2018-10-07 07:20:19.822907+00
6131,543,2018-10-07 07:20:39.224545+00
6132,206,2018-10-07 07:21:47.658697+00
6133,194,2018-10-07 07:21:50.628192+00
6134,235,2018-10-07 07:22:48.557937+00
6135,737,2018-10-07 07:22:55.216114+00
6136,373,2018-10-07 07:23:29.581281+00
6137,916,2018-10-07 07:23:39.222699+00
6138,775,2018-10-07 07:24:06.250383+00
6139,571,2018-10-07 07:24:11.916983+00
6140,677,2018-10-07 07:24:34.826078+00
6141,873,2018-10-07 07:24:40.593015+00
6142,525,2018-10-07 07:25:00.962829+00
6143,439,2018-10-07 07:25:09.619617+00
6144,34,2018-10-07 07:25:16.587535+00
6145,336,2018-10-07 07:25:33.825898+00
6146,820,2018-10-07 07:25:34.889576+00
6147,192,2018-10-07 07:25:58.402544+00
6148,887,2018-10-07 07:26:14.916315+00
6149,775,2018-10-07 07:26:24.702152+00
6150,797,2018-10-07 07:26:26.574617+00
6151,605,2018-10-07 07:26:31.069061+00
6152,713,2018-10-07 07:27:34.948915+00
6153,216,2018-10-07 07:27:40.076493+00
6154,653,2018-10-07 07:27:43.02308+00
6155,710,2018-10-07 07:27:58.995383+00
6156,476,2018-10-07 07:28:12.79042+00
6157,145,2018-10-07 07:28:36.712716+00
6158,491,2018-10-07 07:28:40.158487+00
6159,981,2018-10-07 07:28:41.316478+00
6160,772,2018-10-07 07:29:42.060549+00
6161,801,2018-10-07 07:29:50.366096+00
6162,768,2018-10-07 07:30:44.244897+00
6163,874,2018-10-07 07:30:52.63672+00
6164,997,2018-10-07 07:30:59.814758+00
6165,247,2018-10-07 07:31:29.721295+00
6166,843,2018-10-07 07:31:34.502281+00
6167,356,2018-10-07 07:32:15.870796+00
6168,601,2018-10-07 07:32:41.106738+00
6169,608,2018-10-07 07:32:45.917097+00
6170,523,2018-10-07 07:33:08.994844+00
6171,158,2018-10-07 07:33:41.053047+00
6172,463,2018-10-07 07:34:06.907573+00
6173,121,2018-10-07 07:34:31.183474+00
6174,707,2018-10-07 07:34:31.796576+00
6175,50,2018-10-07 07:34:34.44678+00
6176,631,2018-10-07 07:35:07.808127+00
6177,881,2018-10-07 07:35:32.41762+00
6178,317,2018-10-07 07:35:41.29344+00
6179,231,2018-10-07 07:35:51.975175+00
6180,449,2018-10-07 07:36:10.926923+00
6181,839,2018-10-07 07:36:14.016653+00
6182,31,2018-10-07 07:36:17.647541+00
6183,590,2018-10-07 07:36:20.012308+00
6184,331,2018-10-07 07:36:32.771755+00
6185,766,2018-10-07 07:37:29.905115+00
6186,728,2018-10-07 07:38:23.415119+00
6187,198,2018-10-07 07:38:26.572399+00
6188,986,2018-10-07 07:38:30.704299+00
6189,634,2018-10-07 07:38:42.076434+00
6190,304,2018-10-07 07:39:16.372725+00
6191,227,2018-10-07 07:40:02.611619+00
6192,125,2018-10-07 07:40:04.621166+00
6193,256,2018-10-07 07:40:10.705284+00
6194,542,2018-10-07 07:40:22.90442+00
6195,455,2018-10-07 07:40:59.213893+00
6196,251,2018-10-07 07:41:07.505952+00
6197,490,2018-10-07 07:41:09.6451+00
6198,209,2018-10-07 07:41:15.993451+00
6199,982,2018-10-07 07:41:28.340063+00
6200,476,2018-10-07 07:41:51.473138+00
6201,753,2018-10-07 07:41:57.612837+00
6202,935,2018-10-07 07:42:01.409763+00
6203,542,2018-10-07 07:42:26.966934+00
6204,191,2018-10-07 07:42:36.573778+00
6205,439,2018-10-07 07:44:39.911112+00
6206,592,2018-10-07 07:45:06.547838+00
6207,596,2018-10-07 07:45:19.126207+00
6208,821,2018-10-07 07:45:38.784533+00
6209,837,2018-10-07 07:45:51.11604+00
6210,383,2018-10-07 07:46:06.75052+00
6211,362,2018-10-07 07:46:42.422435+00
6212,184,2018-10-07 07:46:49.606169+00
6213,541,2018-10-07 07:46:52.446409+00
6214,298,2018-10-07 07:46:59.056364+00
6215,932,2018-10-07 07:46:59.059506+00
6216,325,2018-10-07 07:47:30.011807+00
