lid,oid,pid,quantity
9423,5595,260,2
9424,5595,301,1
9425,5596,674,2
9426,5597,57,1
9427,5597,225,4
9428,5597,532,2
9429,5597,327,1
9430,5598,426,1
9431,5598,710,2
9432,5599,396,1
9433,5600,155,1
9434,5601,59,5
9435,5602,152,1
9436,5603,4,3
9437,5604,460,2
9438,5605,479,2
9439,5606,39,3
9440,5607,498,1
9441,5607,276,2
9442,5608,448,2
9443,5609,729,1
9444,5609,389,1
9445,5609,454,2
9446,5609,327,1
9447,5610,129,1
9448,5610,428,1
9449,5610,319,3
9450,5611,746,1
9451,5612,80,1
9452,5612,627,1
9453,5613,584,1
9454,5613,362,1
9455,5614,442,1
9456,5615,326,1
9457,5616,652,1
9458,5617,563,1
9459,5617,651,1
9460,5617,621,2
9461,5618,27,1
9462,5619,5,1
9463,5620,171,1
9464,5620,718,1
9465,5621,225,2
9466,5621,355,1
9467,5622,470,2
9468,5623,19,2
9469,5623,604,1
9470,5623,383,2
9471,5624,164,1
9472,5625,601,1
9473,5625,435,1
9474,5625,173,1
9475,5626,373,1
9476,5627,332,1
9477,5628,688,1
9478,5629,196,3
9479,5629,516,1
9480,5629,549,2
9481,5630,459,1
9482,5631,553,1
9483,5631,750,2
9484,5631,167,4
9485,5632,104,2
9486,5633,336,1
9487,5633,11,1
9488,5634,130,1
9489,5634,766,1
9490,5635,345,1
9491,5636,64,3
9492,5637,537,2
9493,5637,627,1
9494,5638,119,1
9495,5639,169,1
9496,5640,566,1
9497,5641,725,1
9498,5642,509,1
9499,5643,462,1
9500,5644,672,1
9501,5644,17,1
9502,5644,378,1
9503,5644,398,3
9504,5644,758,2
9505,5645,422,1
9506,5646,595,1
9507,5647,648,1
9508,5648,638,1
9509,5649,530,4
9510,5650,288,5
9511,5650,648,2
9512,5650,211,2
9513,5650,221,1
9514,5651,286,1
9515,5652,391,2
9516,5653,286,2
9517,5654,418,2
9518,5654,195,2
9519,5655,520,6
9520,5655,25,1
9521,5655,623,1
9522,5656,517,1
9523,5657,148,1
9524,5658,714,3
9525,5659,193,2
9526,5660,593,1
9527,5660,570,1
9528,5660,619,1
9529,5660,386,2
9530,5661,185,1
9531,5661,211,1
9532,5661,287,7
9533,5662,338,1
9534,5663,14,2
9535,5664,448,1
9536,5665,170,14
9537,5665,11,1
9538,5665,590,1
9539,5665,135,3
9540,5666,632,1
9541,5666,262,1
9542,5666,630,1
9543,5667,772,3
9544,5668,385,3
9545,5668,550,2
9546,5668,575,2
9547,5669,487,2
9548,5670,538,2
9549,5670,709,1
9550,5671,793,1
9551,5672,177,4
9552,5673,545,3
9553,5673,685,1
9554,5674,547,3
9555,5675,565,1
9556,5676,779,1
9557,5677,143,1
9558,5678,201,1
9559,5678,458,1
9560,5678,628,1
9561,5679,735,1
9562,5680,617,10
9563,5680,748,5
9564,5680,41,1
9565,5680,663,1
9566,5681,746,1
9567,5682,514,1
9568,5683,242,1
9569,5684,358,1
9570,5685,86,3
9571,5685,751,2
9572,5686,315,2
9573,5686,775,5
9574,5687,627,3
9575,5688,429,1
9576,5689,228,1
9577,5689,6,1
9578,5690,43,1
9579,5691,536,1
9580,5692,336,2
9581,5692,627,1
9582,5693,624,1
9583,5694,339,1
9584,5694,715,1
9585,5695,41,1
9586,5695,149,2
9587,5695,733,1
9588,5696,455,1
9589,5697,321,1
9590,5697,506,2
9591,5697,124,1
9592,5697,116,2
9593,5697,337,1
9594,5698,161,1
9595,5698,644,1
9596,5698,53,1
9597,5699,518,1
9598,5700,28,1
9599,5701,273,1
9600,5701,203,1
9601,5701,60,1
9602,5701,774,1
9603,5701,369,2
9604,5702,785,1
9605,5703,330,1
9606,5703,85,1
9607,5704,539,3
9608,5704,203,3
9609,5705,369,1
9610,5706,490,1
9611,5706,124,1
9612,5707,331,1
9613,5708,669,2
9614,5709,331,1
9615,5709,29,1
9616,5710,136,2
9617,5711,288,1
9618,5712,661,1
9619,5712,191,1
9620,5713,499,2
9621,5714,762,1
9622,5715,289,1
9623,5715,450,1
9624,5716,578,1
9625,5716,650,7
9626,5716,167,1
9627,5717,393,8
9628,5718,721,1
9629,5718,732,1
9630,5718,86,1
9631,5718,174,3
9632,5719,706,1
9633,5719,428,1
9634,5719,413,1
9635,5720,157,4
9636,5721,531,1
9637,5722,336,4
9638,5722,648,1
9639,5722,496,3
9640,5723,654,2
9641,5724,498,3
9642,5725,414,2
9643,5726,281,1
9644,5727,189,1
9645,5727,775,2
9646,5728,651,1
9647,5728,69,3
9648,5729,234,1
9649,5730,443,1
9650,5731,25,1
9651,5732,334,2
9652,5733,9,1
9653,5734,462,1
9654,5735,120,2
9655,5736,364,1
9656,5736,261,6
9657,5736,15,1
9658,5737,347,1
9659,5737,204,1
9660,5738,420,1
9661,5739,382,1
9662,5740,665,1
9663,5741,657,2
9664,5742,561,2
9665,5743,145,1
9666,5744,255,2
9667,5745,574,1
9668,5746,125,1
9669,5747,515,1
9670,5748,648,1
9671,5748,242,1
9672,5748,68,1
9673,5748,605,1
9674,5748,126,3
9675,5749,72,1
9676,5750,608,5
9677,5750,653,1
9678,5751,184,1
9679,5752,17,1
9680,5753,48,1
9681,5754,381,1
9682,5755,642,1
9683,5756,540,1
9684,5757,307,2
9685,5757,4,1
9686,5758,310,1
9687,5759,313,2
9688,5760,626,1
9689,5761,290,2
9690,5762,587,1
9691,5762,687,1
9692,5762,146,1
9693,5762,147,1
9694,5762,405,1
9695,5762,22,1
9696,5763,124,1
9697,5764,122,2
9698,5764,308,1
9699,5765,273,1
9700,5765,428,1
9701,5765,61,1
9702,5766,552,3
9703,5766,699,1
9704,5767,72,1
9705,5768,787,2
9706,5769,746,1
9707,5770,346,1
9708,5771,137,1
9709,5772,588,2
9710,5773,416,3
9711,5774,418,3
9712,5775,153,1
9713,5775,91,1
9714,5775,361,1
9715,5776,255,1
9716,5777,32,1
9717,5777,30,1
9718,5777,286,1
9719,5778,407,1
9720,5779,329,1
9721,5779,14,1
9722,5780,696,2
9723,5781,396,2
9724,5782,106,1
9725,5783,366,1
9726,5784,702,1
9727,5785,237,1
9728,5786,352,1
9729,5786,93,1
9730,5787,538,2
9731,5787,43,1
9732,5788,396,4
9733,5789,160,6
9734,5789,161,1
9735,5789,462,1
9736,5790,436,1
9737,5791,561,3
9738,5791,226,1
9739,5792,793,1
9740,5792,188,5
9741,5793,430,1
9742,5794,593,1
9743,5794,141,1
9744,5795,185,1
9745,5795,578,1
9746,5795,579,1
9747,5795,213,1
9748,5796,32,3
9749,5796,255,1
9750,5796,532,1
9751,5796,367,1
9752,5797,215,2
9753,5798,160,1
9754,5798,610,1
9755,5798,165,1
9756,5799,337,1
9757,5800,472,1
9758,5800,458,2
9759,5800,754,1
9760,5800,422,1
9761,5801,54,1
9762,5802,689,1
9763,5802,167,1
9764,5803,441,1
9765,5803,206,1
9766,5803,319,1
9767,5804,791,1
9768,5805,234,2
9769,5805,27,7
9770,5805,741,5
9771,5805,446,2
9772,5806,739,2
9773,5806,484,1
9774,5806,446,1
9775,5806,175,4
9776,5807,721,1
9777,5807,390,3
9778,5808,724,2
9779,5809,725,1
9780,5810,137,1
9781,5810,557,1
9782,5811,664,1
9783,5812,251,1
9784,5812,701,6
9785,5813,369,1
9786,5813,444,2
9787,5814,321,1
9788,5814,460,4
9789,5814,742,1
9790,5814,711,2
9791,5815,684,1
9792,5816,755,1
9793,5817,648,2
9794,5818,90,7
9795,5819,387,1
9796,5820,3,1
9797,5821,525,2
9798,5822,697,1
9799,5822,14,1
9800,5823,103,1
9801,5824,493,1
9802,5824,717,1
9803,5825,325,2
9804,5825,22,2
9805,5826,384,2
9806,5826,90,2
9807,5826,762,2
9808,5827,38,1
9809,5828,556,1
9810,5829,149,7
9811,5830,595,1
9812,5830,131,1
9813,5830,723,3
9814,5831,475,1
9815,5831,597,1
9816,5832,203,2
9817,5832,14,1
9818,5833,69,1
9819,5834,180,1
9820,5835,222,1
9821,5836,3,1
9822,5836,754,2
9823,5836,595,1
9824,5836,652,2
9825,5837,11,1
9826,5838,287,1
9827,5839,225,1
9828,5839,163,1
9829,5840,172,1
9830,5841,481,1
9831,5841,717,1
9832,5841,230,2
9833,5842,322,1
9834,5842,583,1
9835,5842,297,1
9836,5842,591,3
9837,5842,630,1
9838,5842,216,1
9839,5842,665,2
9840,5842,59,1
9841,5843,688,1
9842,5843,35,1
9843,5844,131,2
9844,5844,165,1
9845,5844,262,1
9846,5845,413,1
9847,5846,321,1
9848,5846,60,1
9849,5847,736,2
9850,5848,424,2
9851,5848,673,1
9852,5848,101,1
9853,5849,67,1
9854,5850,470,1
9855,5851,355,8
9856,5851,487,2
9857,5851,523,1
9858,5851,783,1
9859,5851,533,2
9860,5851,61,1
9861,5851,318,1
9862,5852,230,1
9863,5853,628,1
9864,5853,53,1
9865,5853,542,1
9866,5854,616,1
9867,5855,20,1
9868,5855,244,2
9869,5855,119,1
9870,5856,392,1
9871,5856,353,1
9872,5856,116,1
9873,5856,527,1
9874,5857,320,1
9875,5857,360,2
9876,5858,739,1
9877,5858,668,1
9878,5859,728,1
9879,5860,572,1
9880,5860,22,3
9881,5861,474,1
9882,5861,758,2
9883,5862,264,1
9884,5863,399,1
9885,5864,13,1
9886,5865,464,2
9887,5865,719,1
9888,5865,103,1
9889,5866,54,3
9890,5867,633,1
9891,5868,493,2
9892,5868,189,1
9893,5869,471,1
9894,5869,631,1
9895,5870,529,1
9896,5870,594,2
9897,5870,300,2
9898,5870,663,1
9899,5871,217,1
9900,5871,604,2
9901,5871,286,2
9902,5872,588,1
9903,5872,326,1
9904,5873,198,1
9905,5874,32,1
9906,5874,297,1
9907,5875,265,1
9908,5876,160,1
9909,5876,460,2
9910,5876,386,2
9911,5876,452,1
9912,5877,623,1
9913,5878,755,4
9914,5878,566,2
9915,5879,168,1
9916,5879,42,1
9917,5880,523,1
9918,5881,515,2
9919,5882,646,1
9920,5882,494,1
9921,5883,203,3
9922,5883,421,3
9923,5884,626,2
9924,5885,340,1
9925,5886,394,2
9926,5887,101,1
9927,5888,412,1
9928,5889,658,2
9929,5890,401,1
9930,5890,567,1
9931,5891,680,3
9932,5891,598,1
9933,5892,232,2
9934,5892,139,4
9935,5893,266,1
9936,5894,285,1
9937,5895,258,1
9938,5895,165,2
9939,5896,654,2
9940,5897,57,1
9941,5898,233,2
9942,5899,328,1
9943,5900,768,1
9944,5900,209,1
9945,5901,87,1
9946,5901,591,3
9947,5902,62,1
9948,5903,622,1
9949,5903,511,1
9950,5904,91,2
9951,5904,605,1
9952,5904,565,1
9953,5905,64,1
9954,5905,408,1
9955,5905,587,4
9956,5905,22,2
9957,5905,486,1
9958,5906,593,1
9959,5906,620,1
9960,5907,364,8
9961,5908,701,1
9962,5909,58,1
9963,5909,276,1
9964,5910,677,1
9965,5910,734,1
9966,5911,472,1
9967,5911,654,1
9968,5912,688,1
9969,5912,785,1
9970,5912,228,4
9971,5912,564,2
9972,5912,407,1
9973,5913,689,1
9974,5914,295,1
9975,5915,179,1
9976,5916,553,1
9977,5916,210,1
9978,5916,30,1
9979,5917,660,1
9980,5917,677,2
9981,5917,102,1
9982,5918,260,1
9983,5919,122,2
9984,5920,144,2
9985,5920,208,1
9986,5921,484,1
9987,5922,438,2
9988,5923,228,3
9989,5924,227,1
9990,5925,137,1
9991,5925,621,2
9992,5925,309,4
9993,5926,432,1
9994,5926,50,3
9995,5927,566,1
9996,5928,587,1
9997,5929,746,2
9998,5929,511,2
9999,5930,612,1
10000,5931,9,1
10001,5931,83,2
10002,5932,339,1
10003,5932,319,1
10004,5933,67,1
10005,5934,314,1
10006,5935,193,1
10007,5936,391,1
10008,5937,368,1
10009,5938,526,1
10010,5939,364,2
10011,5940,296,2
10012,5940,728,1
10013,5940,164,2
10014,5941,27,2
10015,5942,114,1
10016,5942,719,1
10017,5943,399,2
10018,5944,787,1
10019,5945,639,1
10020,5946,344,1
10021,5946,178,1
10022,5946,654,1
10023,5947,140,1
10024,5948,25,2
10025,5948,555,1
10026,5948,239,3
10027,5949,507,2
10028,5950,105,1
10029,5951,57,1
10030,5951,63,1
10031,5952,499,1
10032,5953,425,1
10033,5953,634,1
10034,5954,24,1
10035,5954,473,3
10036,5954,747,2
10037,5955,181,3
10038,5956,387,1
10039,5956,604,1
10040,5956,715,1
10041,5957,641,1
10042,5958,259,1
10043,5959,234,3
10044,5960,202,1
10045,5960,3,2
10046,5960,654,1
10047,5960,747,1
10048,5961,702,1
10049,5962,658,3
10050,5962,236,1
10051,5963,509,1
10052,5964,530,1
10053,5964,286,1
10054,5965,56,7
10055,5966,597,1
10056,5967,311,2
10057,5968,375,1
10058,5968,135,1
10059,5969,382,1
10060,5970,133,1
10061,5970,383,3
10062,5971,549,2
10063,5972,508,1
10064,5972,221,5
10065,5973,547,2
10066,5974,30,2
10067,5975,604,3
10068,5975,766,3
10069,5976,162,1
10070,5977,121,3
10071,5978,645,2
10072,5978,215,1
10073,5979,703,1
10074,5980,283,1
10075,5981,169,2
10076,5981,254,1
10077,5982,219,1
10078,5982,692,1
10079,5983,490,1
10080,5983,644,2
10081,5983,790,1
10082,5983,710,1
10083,5984,248,1
10084,5985,258,1
10085,5985,22,1
10086,5985,415,3
10087,5986,649,1
10088,5987,121,4
10089,5987,205,1
10090,5988,657,1
10091,5989,327,1
10092,5990,138,1
10093,5990,579,1
10094,5991,187,1
10095,5991,709,1
10096,5992,171,2
10097,5993,656,1
10098,5993,369,1
10099,5993,366,1
10100,5994,92,1
10101,5994,617,1
10102,5994,68,2
10103,5995,681,2
10104,5995,12,3
10105,5996,188,1
10106,5997,171,1
10107,5998,205,2
10108,5999,152,1
10109,5999,120,2
10110,5999,370,1
10111,5999,716,2
10112,5999,258,3
10113,6000,150,1
10114,6001,552,1
10115,6001,244,1
10116,6002,722,1
10117,6002,171,1
10118,6002,398,3
10119,6003,203,1
10120,6003,260,2
10121,6004,103,1
10122,6005,138,5
10123,6006,691,1
10124,6007,500,1
10125,6008,384,3
10126,6008,59,3
10127,6009,658,2
10128,6010,132,3
10129,6011,688,1
10130,6012,337,2
10131,6012,619,1
10132,6013,504,2
10133,6013,259,1
10134,6014,161,4
10135,6014,109,2
10136,6015,134,1
10137,6016,751,1
10138,6016,492,2
10139,6016,501,1
10140,6016,783,1
10141,6017,624,1
10142,6017,155,3
10143,6017,774,1
10144,6018,448,3
10145,6019,687,1
10146,6020,729,4
10147,6021,639,1
10148,6022,276,1
10149,6023,501,2
10150,6023,21,1
10151,6024,622,1
10152,6025,61,1
10153,6026,121,1
10154,6026,378,1
10155,6027,461,1
10156,6028,651,5
10157,6028,150,4
10158,6029,634,4
10159,6030,32,1
10160,6031,463,1
10161,6032,499,1
10162,6033,349,1
10163,6034,545,1
10164,6034,228,1
10165,6034,406,1
10166,6035,722,1
10167,6035,510,1
10168,6036,182,1
10169,6037,608,1
10170,6038,553,2
10171,6039,769,1
10172,6040,316,3
10173,6041,378,1
10174,6042,526,1
10175,6043,130,1
10176,6043,47,1
10177,6044,756,1
10178,6045,46,2
10179,6046,554,1
10180,6047,376,2
10181,6047,469,2
10182,6048,685,1
10183,6048,375,1
10184,6049,250,1
10185,6050,193,1
10186,6051,494,1
10187,6051,13,1
10188,6051,6,1
10189,6051,269,1
10190,6052,580,1
10191,6053,118,1
10192,6054,166,1
10193,6055,228,1
10194,6055,68,1
10195,6056,112,4
10196,6057,461,1
10197,6058,697,2
10198,6059,203,1
10199,6060,774,2
10200,6061,283,1
10201,6062,680,1
10202,6063,554,1
10203,6064,262,1
10204,6065,480,1
10205,6065,341,1
10206,6066,46,1
10207,6067,67,2
10208,6067,87,2
10209,6068,345,1
10210,6069,784,1
10211,6069,220,1
10212,6070,105,1
10213,6070,231,1
10214,6071,659,1
10215,6072,535,2
10216,6073,304,1
10217,6073,635,1
10218,6073,102,1
10219,6074,345,3
10220,6075,755,2
10221,6075,686,1
10222,6075,215,1
10223,6076,145,1
10224,6077,595,1
10225,6078,174,1
10226,6079,72,1
10227,6079,280,1
10228,6079,411,1
10229,6079,544,3
10230,6080,400,1
10231,6080,41,3
10232,6080,53,1
10233,6080,142,1
10234,6081,794,2
10235,6081,571,1
10236,6081,340,1
10237,6082,430,1
10238,6083,416,5
10239,6084,653,1
10240,6085,337,1
10241,6085,757,1
10242,6085,719,1
10243,6086,121,1
10244,6086,698,2
10245,6086,515,2
10246,6086,382,1
10247,6086,670,2
10248,6087,467,3
10249,6088,674,1
10250,6088,447,1
10251,6089,75,2
10252,6090,259,3
10253,6091,236,1
10254,6092,640,1
10255,6092,428,2
10256,6092,103,3
10257,6093,420,1
10258,6093,228,2
10259,6094,593,5
10260,6094,350,7
10261,6095,712,1
10262,6095,745,2
10263,6096,770,1
10264,6097,211,1
10265,6097,743,1
10266,6098,336,1
10267,6098,394,2
10268,6098,245,1
10269,6098,286,2
10270,6099,624,3
10271,6099,260,2
10272,6099,662,1
10273,6100,188,1
10274,6100,676,1
10275,6100,541,3
10276,6100,479,3
10277,6101,296,1
10278,6101,252,1
10279,6101,311,1
10280,6102,220,2
10281,6103,252,2
10282,6103,590,1
10283,6104,599,1
10284,6105,32,3
10285,6105,457,1
10286,6106,263,10
10287,6106,591,1
10288,6106,205,1
10289,6106,222,1
10290,6106,733,1
10291,6107,470,1
10292,6108,201,1
10293,6109,433,2
10294,6110,737,4
10295,6110,772,1
10296,6110,399,2
10297,6111,632,2
10298,6111,738,2
10299,6111,635,2
10300,6112,213,1
10301,6112,269,1
10302,6113,193,2
10303,6113,579,1
10304,6113,796,4
10305,6113,427,2
10306,6113,382,1
10307,6114,668,2
10308,6115,682,1
10309,6115,391,1
10310,6116,323,2
10311,6117,29,1
10312,6118,558,2
10313,6119,57,2
10314,6119,595,1
10315,6119,212,1
10316,6119,470,2
10317,6119,559,1
10318,6120,455,1
10319,6121,37,1
10320,6122,109,1
10321,6123,241,1
10322,6123,501,1
10323,6124,148,1
10324,6125,405,1
10325,6126,107,2
10326,6127,300,1
10327,6128,515,2
10328,6128,76,5
10329,6128,94,1
10330,6128,766,1
10331,6129,585,2
10332,6130,45,1
10333,6130,430,1
10334,6130,605,1
10335,6131,746,5
10336,6131,741,1
10337,6132,793,1
10338,6133,369,1
10339,6134,593,1
10340,6134,319,1
10341,6134,438,2
10342,6134,63,1
10343,6135,585,1
10344,6136,85,1
10345,6137,300,1
10346,6137,670,2
10347,6138,544,1
10348,6139,574,1
10349,6140,266,1
10350,6141,384,1
10351,6142,417,1
10352,6142,114,1
10353,6142,148,4
10354,6142,612,1
10355,6143,624,1
10356,6144,764,1
10357,6144,357,1
10358,6145,498,1
10359,6146,705,5
10360,6147,342,1
10361,6148,513,1
10362,6149,89,2
10363,6149,575,1
10364,6150,269,1
10365,6151,217,1
10366,6152,320,4
10367,6153,305,3
10368,6153,222,1
10369,6154,482,2
10370,6154,661,1
10371,6155,379,1
10372,6156,413,3
10373,6157,479,1
10374,6158,714,1
10375,6159,44,8
10376,6160,433,1
10377,6160,115,1
10378,6160,86,1
10379,6160,239,2
10380,6161,408,4
10381,6162,67,7
10382,6163,12,1
10383,6163,766,1
10384,6164,406,2
10385,6164,326,2
10386,6164,31,1
10387,6165,768,1
10388,6166,496,1
10389,6167,395,1
10390,6167,788,1
10391,6168,194,1
10392,6168,63,1
10393,6168,447,1
10394,6169,536,1
10395,6169,758,1
10396,6170,407,1
10397,6171,113,1
10398,6171,413,1
10399,6172,300,3
10400,6173,226,1
10401,6173,743,1
10402,6173,34,1
10403,6173,561,1
10404,6173,408,2
10405,6173,636,1
10406,6174,642,1
10407,6175,443,1
10408,6176,282,1
10409,6177,354,1
10410,6178,640,1
10411,6178,755,2
10412,6179,563,1
10413,6179,651,1
10414,6180,632,2
10415,6181,176,2
10416,6181,777,2
10417,6181,355,1
10418,6181,110,1
10419,6182,132,1
10420,6182,325,1
10421,6182,133,2
10422,6183,278,1
10423,6184,596,1
10424,6185,6,1
10425,6185,207,1
10426,6186,444,1
10427,6187,169,1
10428,6187,586,1
10429,6188,712,2
10430,6189,762,2
10431,6189,637,1
10432,6190,392,5
10433,6190,424,1
10434,6191,556,1
10435,6191,334,2
10436,6191,774,3
10437,6192,456,1
10438,6192,658,1
10439,6192,460,1
10440,6193,244,3
10441,6194,14,3
10442,6194,366,1
10443,6195,96,1
10444,6196,253,2
10445,6197,333,1
10446,6198,746,1
10447,6198,132,6
10448,6198,757,1
10449,6198,271,2
10450,6199,42,2
10451,6200,394,4
10452,6201,780,3
10453,6202,18,2
10454,6202,781,1
10455,6203,75,1
10456,6204,380,1
10457,6205,153,2
10458,6205,586,1
10459,6205,181,1
10460,6206,383,3
10461,6207,97,1
10462,6207,555,6
10463,6208,424,1
10464,6208,236,1
10465,6209,408,1
10466,6209,176,1
10467,6209,267,2
10468,6209,277,1
10469,6209,113,2
10470,6210,761,1
10471,6210,15,1
10472,6211,203,1
10473,6212,99,1
10474,6213,360,1
10475,6213,185,1
10476,6213,299,1
10477,6214,333,1
10478,6215,176,1
10479,6216,760,1
10480,6217,434,3
10481,6218,401,1
10482,6218,322,2
10483,6218,539,2
10484,6218,295,1
10485,6218,663,2
10486,6219,426,1
10487,6220,528,1
10488,6220,521,1
10489,6220,299,1
10490,6220,319,3
10491,6221,66,1
10492,6222,469,2
10493,6223,711,1
10494,6224,598,1
10495,6225,606,1
10496,6226,80,1
10497,6226,644,1
10498,6226,43,1
10499,6226,388,1
10500,6226,399,3
10501,6227,348,1
10502,6228,145,1
10503,6228,42,1
10504,6229,340,1
10505,6230,530,1
10506,6230,7,3
10507,6231,338,1
10508,6231,434,1
10509,6231,447,1
10510,6232,242,1
10511,6233,324,1
10512,6234,743,1
10513,6235,336,1
10514,6236,168,1
10515,6236,443,1
10516,6236,92,1
10517,6237,386,1
10518,6238,121,1
10519,6239,592,2
10520,6239,636,1
10521,6240,107,1
10522,6241,628,1
10523,6241,581,3
10524,6242,480,1
10525,6242,130,1
10526,6242,332,2
10527,6242,413,2
10528,6242,614,2
10529,6243,381,1
10530,6244,368,1
10531,6245,644,1
10532,6246,10,2
10533,6246,502,1
10534,6247,142,1
10535,6248,173,1
10536,6249,209,1
10537,6250,758,2
10538,6251,754,1
10539,6252,615,1
10540,6253,194,3
10541,6254,208,1
10542,6254,457,1
10543,6254,180,1
10544,6255,494,2
10545,6256,525,1
10546,6257,208,3
10547,6257,717,1
10548,6258,230,1
10549,6258,231,3
10550,6258,684,1
10551,6258,721,1
10552,6258,275,1
10553,6258,728,1
10554,6259,605,1
10555,6259,142,1
10556,6260,609,2
10557,6260,535,7
10558,6261,387,1
10559,6262,348,1
10560,6263,104,4
10561,6263,485,1
10562,6264,273,1
10563,6264,538,1
10564,6265,442,1
10565,6266,792,1
10566,6266,523,1
10567,6267,666,3
10568,6268,139,1
10569,6269,418,1
10570,6269,219,1
10571,6270,317,1
10572,6271,187,1
10573,6271,534,1
10574,6271,351,4
10575,6272,384,2
10576,6272,161,1
10577,6272,228,1
10578,6272,158,3
10579,6273,222,1
10580,6274,720,1
10581,6275,118,4
10582,6276,632,1
10583,6277,451,1
10584,6278,731,2
10585,6279,310,2
10586,6280,709,1
10587,6281,147,2
10588,6282,566,1
10589,6283,451,1
10590,6284,377,1
10591,6285,424,2
10592,6285,200,2
10593,6286,679,4
10594,6287,489,2
10595,6287,524,1
10596,6288,388,1
10597,6289,461,1
10598,6290,324,2
10599,6290,551,1
10600,6291,688,1
10601,6292,112,1
10602,6293,736,1
10603,6293,615,3
10604,6294,243,1
10605,6295,214,1
10606,6296,668,1
10607,6296,301,1
10608,6296,294,1
10609,6296,717,1
10610,6297,347,2
10611,6297,323,3
10612,6298,677,1
10613,6299,254,1
10614,6300,522,2
10615,6300,350,1
10616,6301,16,4
10617,6302,151,1
10618,6303,762,1
10619,6304,118,2
10620,6304,255,1
10621,6305,140,3
10622,6306,83,1
10623,6307,545,1
10624,6308,137,1
10625,6308,714,1
10626,6309,415,1
10627,6310,712,1
10628,6310,556,2
10629,6311,157,1
10630,6312,353,1
10631,6312,434,1
10632,6313,437,1
10633,6314,595,1
10634,6315,243,3
10635,6316,9,1
10636,6316,461,1
10637,6317,149,1
10638,6317,510,1
10639,6317,543,1
10640,6318,477,1
10641,6319,193,1
10642,6320,64,1
10643,6320,525,1
10644,6320,518,3
10645,6321,414,2
10646,6322,347,1
10647,6323,422,1
10648,6324,331,2
10649,6325,136,1
10650,6325,379,1
10651,6326,396,1
10652,6326,477,2
10653,6327,628,1
10654,6327,228,2
10655,6327,742,4
10656,6328,568,1
10657,6329,308,1
10658,6330,380,1
10659,6330,47,1
10660,6331,238,2
10661,6332,355,1
10662,6333,116,1
10663,6334,719,2
10664,6335,674,1
10665,6336,115,1
10666,6337,300,3
10667,6337,30,1
10668,6337,583,2
10669,6338,692,1
10670,6338,391,1
10671,6339,180,2
10672,6340,130,1
10673,6340,155,1
10674,6340,621,2
10675,6341,380,1
10676,6341,668,1
10677,6341,665,1
10678,6342,105,2
10679,6342,470,1
10680,6342,775,4
10681,6343,115,1
10682,6344,538,1
10683,6345,128,3
10684,6345,386,3
10685,6346,468,1
10686,6347,521,1
10687,6347,355,1
10688,6347,229,1
10689,6347,775,1
10690,6348,192,2
10691,6348,82,4
10692,6348,627,1
10693,6348,228,1
10694,6349,786,1
10695,6349,484,1
10696,6350,177,2
10697,6350,275,1
10698,6351,198,1
10699,6352,215,1
10700,6353,520,2
10701,6353,161,2
10702,6353,763,1
10703,6354,181,1
10704,6355,493,1
10705,6356,706,2
10706,6356,275,1
10707,6356,90,1
10708,6356,623,1
10709,6357,115,1
10710,6357,542,1
10711,6358,288,1
10712,6359,282,1
10713,6360,674,2
10714,6360,708,1
10715,6361,620,1
10716,6361,325,1
10717,6362,322,1
10718,6363,27,1
10719,6364,500,1
10720,6365,213,2
10721,6365,582,1
10722,6366,196,2
10723,6367,647,1
10724,6368,518,1
10725,6369,273,1
10726,6370,115,1
10727,6370,443,1
10728,6371,403,2
10729,6372,50,2
10730,6373,264,3
10731,6373,695,1
10732,6374,294,3
10733,6374,55,1
10734,6375,67,1
10735,6375,551,1
10736,6376,199,1
10737,6377,385,1
10738,6377,422,1
10739,6377,295,1
10740,6378,710,1
10741,6379,390,2
10742,6380,650,1
10743,6380,355,1
10744,6380,719,1
10745,6381,466,2
10746,6381,190,1
10747,6382,615,1
10748,6383,39,1
10749,6383,783,1
10750,6384,756,3
10751,6385,449,1
10752,6386,392,1
10753,6386,787,3
10754,6387,440,1
10755,6387,154,1
10756,6388,577,1
10757,6388,346,1
10758,6389,787,1
10759,6390,176,1
10760,6391,772,1
10761,6392,578,2
10762,6393,637,2
10763,6393,638,1
10764,6394,75,1
10765,6394,227,5
10766,6394,163,1
10767,6394,599,3
10768,6395,758,3
10769,6396,299,1
10770,6397,698,2
10771,6398,225,1
10772,6398,303,2
10773,6399,275,2
10774,6400,307,1
10775,6400,87,1
10776,6401,45,1
10777,6402,656,1
10778,6402,31,4
10779,6403,243,1
10780,6404,273,1
10781,6404,303,2
10782,6405,234,1
10783,6406,266,1
10784,6407,697,1
10785,6407,610,2
10786,6408,346,1
10787,6408,501,1
10788,6409,649,1
10789,6410,750,1
10790,6411,631,1
10791,6412,283,1
10792,6412,25,2
10793,6412,467,1
10794,6413,615,2
10795,6414,641,1
10796,6414,388,1
10797,6414,61,2
10798,6414,111,1
10799,6415,153,2
10800,6415,164,1
10801,6415,137,2
10802,6416,591,2
10803,6417,569,1
10804,6417,187,1
10805,6417,213,3
10806,6417,358,1
10807,6417,463,2
10808,6418,663,2
10809,6419,678,2
10810,6420,758,2
10811,6421,634,1
10812,6422,47,1
10813,6423,380,1
10814,6423,174,1
10815,6424,486,1
10816,6425,603,1
10817,6425,718,2
10818,6425,559,1
10819,6426,740,4
10820,6426,4,1
